company,ticker,year,Revenue,CostOfSales,OperatingIncome,SGA,Advertising,Inventory,CurrentAssets,CurrentLiabilities,TotalLiabilities,TotalEquity,CashAndCashEquivalents,ShortTermBorrowings,CFO,OpMargin,SGA_ratio,Ad_ratio,CurrentRatio,DebtToEquity,CFO_margin,sales,op_margin,sga_ratio,ad_ratio,current_ratio,debt_to_equity,cfo_margin,inventory,sales_mean,op_margin_mean,sga_ratio_mean,ad_ratio_mean,current_ratio_mean,debt_to_equity_mean,cfo_margin_mean,inventory_mean,sales_vs_peer_mean,op_margin_vs_peer_mean,sga_ratio_vs_peer_mean,ad_ratio_vs_peer_mean,current_ratio_vs_peer_mean,debt_to_equity_vs_peer_mean,cfo_margin_vs_peer_mean,inventory_vs_peer_mean
Jion Meditech,JION,2023,1737.82144588,384.62154596,61.48944243,615.11050753,473.20588597,55.02102537,405.97119836,322.5625313,705.75245112,77.22971566,49.67468847,234.00774197,55.70378347,0.0353830611169765,0.3539549526149193,0.2722983348442366,1.2585813879950212,9.138353612719513,0.0320538013856542,1737.82144588,0.0353830611169765,0.3539549526149193,0.2722983348442366,1.2585813879950212,9.138353612719513,0.0320538013856542,55.02102537,228720.27702839999,0.0486734248305449,0.24709584285903752,0.0,3.904665298181566,0.06655083910778033,0.06433354735007651,14078.365045159999,-226982.45558252,-0.013290363713568398,0.10685910975588181,0.2722983348442366,-2.6460839101865448,9.071802773611733,-0.03227974596442231,-14023.344019789998
Jion Meditech,JION,2024,1869.22665152,295.94833938,24.18263785,762.45651822,638.11033188,90.80107127,527.07732703,430.8379602,946.99230562,89.61298183,38.30902089,289.05922084,12.38326617,0.0129372421639304,0.407899447399589,0.3413766497287882,1.2233771759203882,10.5675794541233,0.006624807194956,1869.22665152,0.0129372421639304,0.407899447399589,0.3413766497287882,1.2233771759203882,10.5675794541233,0.006624807194956,90.80107127,237972.52068821,0.047575486028472315,0.2714548456140874,0.0,3.396863361462898,0.09099189822767312,0.04398792454115017,14730.99054401,-236103.29403669,-0.034638243864541916,0.1364446017855016,0.3413766497287882,-2.17348618554251,10.476587555895627,-0.03736311734619417,-14640.18947274
